Ruby, mruby-3.0.0, https://wandbox.org/permlink/34NFxCkMN9hxB81U
Ruby, mruby-2.1.2, https://wandbox.org/permlink/W1pwzTdYUI4in901
Rust, rust-1.82.0, https://wandbox.org/permlink/
Rust, rust-1.81.0, https://wandbox.org/permlink/
Rust, rust-1.80.1, https://wandbox.org/permlink/
Rust, rust-1.79.0, https://wandbox.org/permlink/
Rust, rust-1.78.0, https://wandbox.org/permlink/
Rust, rust-1.77.2, https://wandbox.org/permlink/
Rust, rust-1.76.0, https://wandbox.org/permlink/
Rust, rust-1.75.0, https://wandbox.org/permlink/
Rust, rust-1.74.1, https://wandbox.org/permlink/
Rust, rust-1.73.0, https://wandbox.org/permlink/
Rust, rust-1.72.1, https://wandbox.org/permlink/
Rust, rust-1.71.1, https://wandbox.org/permlink/
Rust, rust-1.70.0, https://wandbox.org/permlink/
Rust, rust-1.69.0, https://wandbox.org/permlink/5Afx50HD9If8LwHe
Rust, rust-1.68.2, https://wandbox.org/permlink/v5Mo2jrfyig2s6mW
Rust, rust-1.67.1, https://wandbox.org/permlink/equIQaRVJfCO4EDo
Rust, rust-1.66.1, https://wandbox.org/permlink/xvmfoP4Sf1LfxBgA
Rust, rust-1.65.0, https://wandbox.org/permlink/5krZykwNur01bqAf
Rust, rust-1.64.0, https://wandbox.org/permlink/O1sp9Z9g4ZpQkjaA
Scala, scala-3.5.1, https://wandbox.org/permlink/
Scala, scala-3.3.4, https://wandbox.org/permlink/
Scala, scala-2.13.15, https://wandbox.org/permlink/
SQL, sqlite-3.46.1, https://wandbox.org/permlink/
SQL, sqlite-3.35.5, https://wandbox.org/permlink/8G6g7jR6adbOHjtU
Swift, swift-6.0.1, https://wandbox.org/permlink/
Swift, swift-5.10.1, https://wandbox.org/permlink/
TypeScript, typescript-5.6.2, https://wandbox.org/permlink/
Vim script, vim-9.1.0758, https://wandbox.org/permlink/
Vim script, vim-8.2.5172, https://wandbox.org/permlink/
Zig, zig-head, https://wandbox.org/permlink/a8ad4fjNcGaPEArK
Zig, zig-0.13.0, https://wandbox.org/permlink/
Zig, zig-0.9.1, https://wandbox.org/permlink/3i8kNKjDK3Qf538C
