--- scala-2.13.x
2021-08-03 08:19, succeeded
2021-08-04 08:19, succeeded
2021-08-05 08:18, succeeded
--- scala-2.12.x
2021-08-03 08:19, succeeded
2021-08-04 08:19, succeeded
2021-08-05 08:18, succeeded
--- scala-2.11.x
2021-08-03 08:19, succeeded
2021-08-04 08:19, succeeded
2021-08-05 08:18, succeeded
--- scala-2.12.2
2021-08-03 08:19, succeeded
2021-08-04 08:19, succeeded
2021-08-05 08:19, succeeded
--- scala-2.12.1
2021-08-03 08:19, succeeded
2021-08-04 08:19, succeeded
2021-08-05 08:19, succeeded
--- scala-2.11.8
2021-08-03 08:19, succeeded
2021-08-04 08:19, succeeded
2021-08-05 08:19, succeeded
